What is your PRIMARY MAJOR?,"Internship, field experience, co-op, or practicum",ParticipateServiceL,ParticipateCService,ParticipateStudyAbroadSemester,SJ1,SJ2,SJ3,SJ4,SJ5,SJ6,SJ7,SJ8,DA1,DA2,DA3,DA4,DA5,LocalRole,LocalFinance,LocalTime,GlobalRole,GlobalFinance,GlobalTime,Your gender?
6,1,1,1,,1,1,2,1,3,3,4,5,1,1,1,5,5,5,3,4,4,3,4,1
1,,,1,,2,2,3,3,2,2,4,4,2,2,2,4,4,3,3,3,3,3,4,1
59,1,,1,,2,3,3,3,2,2,5,5,1,2,2,4,1,2,3,3,1,3,2,2
10,,,,,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
36,1,1,1,,2,1,3,1,5,5,4,5,3,2,2,4,4,3,3,4,3,3,4,1
27,1,,1,1,1,1,1,1,4,5,5,5,3,1,2,4,5,5,5,5,5,5,5,1
46,1,1,1,,3,3,3,2,1,2,3,4,1,2,2,4,4,4,2,4,4,1,4,1
41,1,1,1,,3,2,3,2,3,4,5,4,3,3,2,5,5,5,3,4,4,3,4,1
19,1,,,,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
16,,,1,,2,1,2,2,4,4,4,5,2,1,2,5,5,5,5,5,5,3,4,1
46,1,,1,,3,3,3,3,3,3,3,3,3,3,2,4,4,4,4,4,4,4,4,2
53,1,1,1,,2,3,2,2,1,2,4,4,2,3,2,5,4,4,3,4,3,2,2,1
46,,,1,,3,3,4,3,3,4,3,5,2,2,2,4,4,2,2,4,4,2,4,2
17,,,1,,3,2,3,2,3,3,4,5,2,2,1,5,5,2,2,3,2,4,4,1
55,1,,,,1,1,3,1,3,4,5,4,1,3,4,5,5,2,2,2,2,2,2,2
2,1,1,1,,1,2,2,3,1,2,4,4,1,3,4,4,4,5,4,5,4,2,4,1
52,,,1,1,2,2,2,2,3,3,4,4,2,3,2,4,5,4,4,4,4,3,3,1
56,1,,,,5,5,5,5,5,5,1,1,4,5,3,5,2,4,1,1,4,3,3,2
11,1,,1,,2,2,3,2,3,2,4,4,4,4,4,4,3,4,3,3,3,4,3,2
63,,,1,,1,1,1,1,2,2,4,4,1,1,1,5,5,5,4,5,4,4,5,1
37,1,,1,1,2,2,3,3,2,2,5,4,2,2,2,5,5,4,4,4,4,4,4,1
9,,,1,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
64,1,1,1,,1,1,2,1,4,4,4,5,1,1,1,5,5,5,4,5,5,5,5,1
43,1,,1,,4,4,3,3,4,4,4,4,3,4,3,4,4,4,4,4,5,4,4,1
7,,,1,1,2,1,2,2,4,4,4,4,2,2,1,5,5,4,3,4,4,3,4,1
51,1,1,1,,2,3,2,3,2,4,4,4,2,2,1,5,5,,,,,,,2
18,1,1,,,1,2,3,3,4,4,4,3,2,4,2,4,3,2,4,3,2,2,2,1
43,1,1,1,1,4,3,3,4,2,2,4,4,1,4,2,5,4,4,3,4,4,3,3,1
19,1,1,1,,1,2,2,2,4,4,5,5,2,3,3,4,4,5,5,5,4,4,4,1
46,1,,1,,2,1,1,1,4,4,4,4,1,3,2,4,5,5,5,5,5,4,4,2
14,1,1,1,,3,2,2,2,3,4,3,4,2,4,3,4,4,4,3,4,5,4,5,2
14,,,1,,1,3,3,4,2,3,5,4,1,2,1,5,5,4,3,4,4,4,4,2
55,,,1,,2,2,2,2,4,3,5,5,1,4,2,4,4,4,4,5,3,4,4,2
62,1,,1,,2,1,3,1,5,5,5,5,2,3,1,5,5,4,4,4,4,4,4,2
13,1,,1,,1,1,3,1,5,5,5,5,1,1,1,5,5,3,3,4,4,3,4,2
51,,,1,,2,1,2,2,3,4,4,4,2,2,2,4,4,4,4,4,4,4,4,1
55,,,,1,1,1,2,1,5,4,4,4,1,2,1,5,5,5,5,4,5,5,5,2
49,,,1,,1,1,1,1,4,4,4,4,2,1,1,5,4,4,3,4,4,3,4,1
57,1,,1,,1,1,2,1,5,4,3,4,2,3,2,5,4,4,3,5,3,4,5,1
5,,,,,3,2,2,2,3,3,3,3,3,3,2,2,2,4,4,4,4,4,4,2
10,,,1,,2,2,2,2,3,4,4,5,2,2,2,5,5,5,5,5,5,5,5,1
63,,,1,,2,1,2,1,4,4,3,5,1,3,1,5,4,4,3,4,4,3,4,1
7,1,1,1,1,3,2,4,3,3,4,4,5,3,1,2,5,4,3,4,3,4,3,3,1
7,1,1,,1,2,1,4,4,5,4,5,5,2,2,2,4,5,3,4,4,4,3,3,2
46,1,1,1,,2,2,3,4,1,4,5,5,1,2,1,5,5,4,4,4,5,5,5,2
26,,,,,4,3,4,4,4,3,4,4,1,2,1,4,4,3,3,4,3,3,3,1
56,1,,1,,2,2,3,1,4,4,5,5,2,2,3,5,4,3,2,4,3,3,3,2
62,,,1,,3,3,3,3,3,3,3,3,2,4,2,4,3,4,3,4,4,1,1,2
16,,,1,,1,3,3,2,1,2,1,5,1,4,1,5,5,2,4,1,1,1,1,2
6,1,1,1,,1,1,3,3,5,5,5,5,1,3,2,4,4,5,4,4,5,4,4,1
55,1,,1,,2,3,3,2,3,3,4,4,3,3,2,4,3,3,3,3,3,3,3,2
19,1,1,,,2,2,3,1,3,3,3,5,1,3,2,3,4,1,2,2,1,2,2,2
10,,,1,,1,1,2,2,3,4,4,5,4,4,2,3,3,3,2,2,2,1,1,2
24,1,1,,,1,3,4,4,3,5,5,5,5,5,4,3,2,3,5,2,3,5,3,2
31,1,,1,,5,4,4,4,1,1,4,4,4,5,4,2,1,4,5,4,4,5,4,2
63,1,,1,1,3,2,4,3,4,4,5,5,3,2,2,5,4,4,2,4,5,3,5,1
16,1,,,,3,2,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,1
10,1,,,1,2,2,2,2,4,4,4,4,2,3,1,5,5,4,4,4,4,4,4,1
55,1,,,,4,4,4,4,2,2,3,4,1,3,2,4,4,3,4,3,4,3,3,2
23,,,1,,1,2,3,2,2,4,4,5,2,3,2,4,4,4,4,4,4,4,4,2
9,,,,,2,1,3,3,2,1,4,4,2,4,2,4,5,4,4,4,4,2,4,2
53,1,,1,,2,1,3,4,5,4,5,4,2,3,2,4,4,4,4,4,4,3,3,2
55,1,,1,,2,2,3,3,3,3,4,4,2,3,3,4,4,5,4,4,4,4,4,2
55,1,,,,4,4,3,4,4,4,4,5,2,4,2,4,5,2,2,2,5,3,4,2
39,,,1,,5,3,4,4,2,4,3,2,2,2,2,4,2,3,2,3,2,2,3,1
4,1,,,,4,4,3,4,5,4,4,4,4,4,2,4,4,5,3,3,3,3,3,1
9,,1,1,,1,1,4,1,3,4,4,5,2,3,2,3,3,4,4,4,4,4,4,1
14,,,,,1,1,2,1,4,3,3,4,1,2,2,5,5,2,4,3,4,4,4,2
35,,,,1,2,2,3,2,2,2,4,4,2,1,1,5,5,2,2,2,2,2,2,1
1,1,,1,,2,4,4,2,3,,,,,,,,,4,4,4,4,4,4,2
43,1,,1,,3,2,4,2,4,5,5,4,3,3,2,4,5,3,2,4,3,5,5,2
1,1,,1,,2,1,1,1,1,2,4,4,3,4,3,3,4,2,3,4,2,3,4,1
59,1,,1,,2,3,3,2,2,2,5,4,2,2,1,5,5,4,4,5,4,4,3,2
16,1,1,1,,2,4,3,3,1,2,5,3,2,4,2,4,3,3,4,4,4,4,4,2
29,1,,1,,2,2,3,2,2,2,4,4,2,4,2,4,3,3,3,3,3,3,3,2
7,1,,1,1,1,2,3,2,4,4,4,5,1,2,1,5,5,3,4,4,4,3,4,1
62,,,1,,1,1,1,1,5,5,5,5,4,3,2,4,4,5,5,5,5,5,3,1
29,1,,1,,1,1,1,1,2,3,5,4,2,1,1,5,5,3,2,4,3,3,3,1
29,1,,1,,4,2,3,2,4,5,5,5,2,3,2,4,4,4,4,4,4,4,4,2
35,,,,,1,1,2,1,3,4,4,5,3,2,2,5,5,3,2,4,5,5,5,1
9,1,,1,1,3,2,3,2,3,3,4,3,3,4,4,3,3,4,3,4,4,3,3,1
7,,,1,1,2,2,2,2,3,3,4,5,1,1,1,5,5,3,2,3,4,4,4,1
29,1,,1,,1,1,2,1,4,4,5,5,1,3,2,5,4,4,5,5,3,3,3,2
63,,,1,,1,1,3,1,3,5,3,4,1,2,1,5,5,4,3,4,4,5,5,2
24,1,,1,,4,3,4,3,4,5,5,4,2,4,3,4,4,4,2,3,4,2,2,2
5,,1,1,,2,2,3,2,4,4,4,4,1,2,2,5,5,4,4,4,4,4,4,1
18,1,1,1,,2,1,3,3,4,4,4,5,3,3,3,4,4,4,3,4,5,3,3,2
43,1,1,1,,2,1,2,1,4,4,4,5,2,4,1,5,5,4,4,5,5,5,5,2
14,1,,1,,2,2,2,2,4,3,4,4,1,3,1,5,4,3,4,4,2,2,2,2
27,1,1,1,,3,2,3,1,4,4,3,5,1,1,1,5,5,4,4,4,5,5,5,1
10,,,1,,2,2,4,2,4,4,4,4,2,2,2,4,4,4,4,4,4,4,4,
69,1,1,,,2,2,2,1,3,3,3,5,3,3,2,5,3,4,3,3,5,3,4,1
14,,,,,2,2,4,3,4,3,5,3,2,3,2,4,3,2,4,2,2,2,2,2
54,1,,1,,3,3,3,3,3,3,3,4,2,3,2,5,4,4,4,2,2,2,2,2
24,1,1,1,,4,3,3,2,5,5,5,5,1,2,1,5,5,5,4,5,5,5,5,2
13,1,,,,3,2,2,1,3,4,5,4,2,3,2,5,4,3,2,2,4,4,4,2
13,1,,1,,2,3,2,2,3,3,4,4,2,2,2,4,4,4,2,3,3,3,3,2
14,1,1,,,2,3,3,4,3,3,4,5,2,2,3,4,3,2,2,2,2,2,2,2
57,1,,1,,2,1,2,2,3,4,4,5,1,2,2,4,5,4,4,4,5,5,5,2
56,1,,,,3,3,2,4,4,4,4,4,2,2,2,4,4,3,3,3,3,3,3,2
45,,,1,,1,1,2,2,3,4,4,5,1,2,2,4,4,3,3,3,4,3,4,2
23,1,,1,,2,1,2,1,3,4,4,3,2,3,2,4,1,2,3,2,2,3,2,2
1,,,1,1,2,2,4,2,1,4,4,3,2,4,2,4,4,4,4,4,3,2,4,2
21,1,,,,5,5,4,4,4,4,4,3,4,5,4,4,3,4,2,2,4,2,2,2
30,1,,1,,1,2,4,1,3,2,4,4,1,4,2,4,5,2,3,3,2,3,3,1
23,1,,1,,1,2,1,2,2,4,3,5,1,2,1,5,4,2,3,3,5,4,4,1
10,,,1,,2,2,3,2,2,2,4,5,4,3,2,4,3,2,1,1,4,1,1,2
3,1,,1,,1,1,2,2,2,4,3,3,2,1,1,5,5,5,4,5,5,4,5,1
17,,,1,,2,1,1,1,4,2,3,3,3,3,2,4,4,4,2,3,3,3,3,1
10,1,,1,,2,3,4,3,2,2,3,3,4,3,1,4,4,5,3,4,4,3,3,2
39,,1,1,,1,1,1,1,5,4,5,5,1,3,1,4,5,4,4,4,5,5,5,2
41,1,1,1,,1,4,4,4,2,2,4,4,1,4,2,4,4,4,4,5,1,1,1,1
10,,,,,2,1,4,5,1,1,4,5,1,2,1,5,5,2,1,1,2,2,2,2
56,1,,1,,2,3,3,3,3,3,4,4,4,4,2,4,3,2,2,2,3,3,3,2
51,,1,1,,4,5,3,4,3,3,5,5,1,4,2,3,3,1,2,4,4,3,3,2
29,1,,1,,3,2,4,2,1,2,5,5,2,2,2,4,4,2,3,2,4,3,2,2
29,1,,1,,5,5,5,5,1,2,2,4,2,4,4,3,3,2,2,2,2,2,2,2
19,1,,,,1,2,2,2,4,5,4,5,1,3,2,5,5,4,4,4,4,4,4,1
22,,,1,,2,2,2,1,3,3,3,5,2,3,1,5,4,3,3,4,3,3,3,1
7,1,,1,1,1,1,2,1,3,3,5,4,1,2,1,5,4,4,3,3,4,2,2,2
10,,,1,,2,1,2,2,3,3,4,2,3,3,2,4,4,4,3,4,4,3,4,1
8,1,,1,,2,2,2,2,3,3,4,5,1,3,1,4,4,3,3,3,3,3,3,1
14,,,,,1,2,3,1,5,4,5,5,2,3,2,5,5,2,4,3,2,2,2,2
18,1,1,,,4,3,4,3,2,2,2,4,4,3,3,4,3,2,2,2,2,2,2,2
20,1,,1,,2,2,3,2,4,3,4,4,2,3,2,4,4,3,3,3,3,2,3,2
43,1,,1,,3,3,2,3,3,3,4,4,2,3,2,4,3,4,4,5,4,4,4,1
19,1,1,1,,2,1,2,2,4,4,4,5,2,3,3,4,4,3,3,3,3,3,3,2
36,1,,,,4,4,4,4,4,4,3,1,4,5,4,3,2,3,2,2,4,2,2,2
31,,,1,,4,2,3,2,3,4,5,5,4,3,2,4,5,2,2,3,4,3,3,1
10,,,,,1,1,1,1,3,3,3,3,3,4,2,4,3,3,2,3,3,2,3,1
50,1,,1,1,2,1,3,2,4,4,4,4,3,4,2,4,5,5,4,4,2,2,2,2
13,1,,1,,3,2,3,2,4,3,3,5,2,4,2,4,4,4,3,4,2,2,4,2
11,,,1,,2,3,4,2,4,5,5,4,2,3,1,4,4,4,3,4,5,5,5,2
16,1,,1,,1,1,3,1,3,3,4,5,2,2,2,4,4,4,4,4,4,4,4,2
43,1,1,1,,3,2,3,1,4,3,5,5,1,3,1,5,5,5,3,4,5,4,5,1
23,1,,,,2,2,3,2,3,4,4,5,3,3,2,5,5,3,4,4,3,3,3,1
29,1,,1,1,2,1,3,1,4,3,2,4,2,3,1,5,5,2,4,3,2,2,3,2
55,1,,,,4,3,3,3,4,4,4,3,2,3,2,4,4,3,3,3,3,3,3,2
16,1,,1,,3,4,4,2,4,3,3,5,2,1,1,5,5,4,3,4,4,3,4,1
17,1,1,1,,1,1,3,1,4,5,5,5,1,3,2,5,5,4,4,4,4,4,4,1
55,1,,,,3,2,3,4,3,3,5,3,2,2,3,4,4,2,1,1,4,1,1,2
9,,,1,,2,2,2,1,3,3,5,5,1,2,1,5,5,4,5,5,5,5,5,1
66,1,1,1,,1,1,1,1,5,5,5,5,5,2,2,5,5,5,3,5,5,3,5,1
17,1,,1,,1,1,1,1,4,4,5,5,1,3,1,5,5,4,4,5,5,5,5,1
10,,1,1,,1,1,1,1,3,3,3,4,3,3,1,5,5,4,4,4,5,5,4,1
55,1,,1,,3,2,3,3,4,4,4,5,2,3,3,4,4,3,4,4,4,3,3,1
55,1,,1,,2,3,2,1,3,3,4,3,2,4,3,4,4,4,5,5,4,4,5,1
36,1,,,,1,1,1,1,5,5,5,5,2,2,2,5,5,4,3,4,5,4,4,2
19,1,1,1,,5,2,4,4,5,5,5,5,3,5,2,5,5,5,5,5,5,5,5,2
10,,1,1,,3,3,3,3,3,3,4,5,1,2,1,4,4,4,4,4,4,4,4,1
49,,,,,2,2,2,4,4,4,4,4,2,2,2,5,5,3,4,3,4,4,4,1
15,,,1,,1,2,2,2,5,5,5,5,1,3,2,5,5,4,3,5,4,3,4,2
55,1,1,1,,3,1,1,1,3,2,4,4,2,4,3,4,4,4,3,4,3,3,3,1
10,1,,1,,2,1,1,1,4,5,5,5,4,4,3,3,3,4,4,3,,3,3,2
55,1,,,,3,4,3,4,3,4,4,5,1,3,1,5,4,2,2,2,2,2,3,2
17,1,,1,,1,1,1,1,4,5,4,5,1,3,2,4,5,4,3,3,4,3,3,2
16,1,,1,1,2,2,3,3,4,4,4,5,3,2,2,5,4,4,3,4,,,,1
24,1,,,1,3,2,3,3,3,4,4,4,3,2,2,4,4,4,4,4,5,3,4,2
40,1,1,1,,1,1,2,1,3,3,4,4,3,2,2,5,4,4,3,4,4,4,4,1
17,,,1,,2,1,2,3,3,3,3,3,3,3,1,2,3,3,3,3,3,3,3,1
28,1,,,,1,1,3,3,3,4,4,5,2,3,1,4,4,3,3,3,3,3,3,1
54,,,1,1,1,2,3,1,4,4,5,5,3,3,2,5,4,3,3,4,5,5,5,1
8,1,,1,,2,2,3,2,4,4,5,5,2,3,2,4,4,4,3,4,4,3,3,1
43,1,,1,,3,2,4,4,3,3,4,3,2,3,2,4,4,4,3,4,3,3,3,1
63,1,,1,,1,1,3,1,5,5,4,5,2,3,2,5,5,5,4,4,5,5,5,1
10,1,,1,,1,1,2,1,3,3,2,5,1,1,1,5,5,5,1,5,5,4,4,1
1,1,,1,,4,2,2,2,2,2,2,4,1,3,1,5,5,3,3,4,3,3,3,1
16,1,,1,,4,2,3,2,4,4,4,5,3,4,1,5,5,4,4,4,4,4,4,2
55,1,1,1,,3,3,3,4,3,3,4,3,2,1,1,4,4,4,4,4,4,4,4,1
10,,,1,,1,1,1,1,3,5,5,5,3,4,2,5,4,3,3,4,4,4,4,1
46,1,,1,,3,3,3,3,3,4,4,4,2,3,3,4,3,3,4,5,3,3,4,2
22,1,1,1,,4,4,4,2,3,4,4,5,2,3,1,5,4,5,4,5,3,2,3,1
8,,,,,3,3,3,3,3,3,4,4,3,3,2,4,4,2,3,3,4,3,3,1
5,,,1,,1,2,2,2,2,2,4,4,2,3,3,4,3,2,2,4,2,2,2,1
63,,1,1,,4,3,3,2,3,4,4,4,1,2,1,5,4,3,3,4,4,4,4,1
27,1,,1,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
13,1,,,,2,2,3,4,3,3,4,5,2,3,2,4,3,4,3,4,2,2,3,2
43,1,,1,,2,2,2,1,4,3,4,4,1,3,1,4,4,4,5,5,5,5,5,1
27,1,,1,,1,1,1,1,4,5,5,5,1,1,1,5,5,4,4,5,4,4,4,1
51,1,1,1,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
63,,,1,,2,3,3,3,3,4,5,4,2,3,2,5,5,4,2,2,3,1,1,2
52,1,1,1,,3,3,3,3,3,4,3,4,2,2,2,4,4,4,4,4,4,3,3,1
23,1,,1,,2,2,3,4,4,3,3,5,2,2,2,4,4,3,4,4,3,3,3,2
1,1,,1,,2,1,2,2,3,4,3,4,2,3,2,4,3,4,4,4,4,3,3,2
51,,1,,,2,4,3,3,3,4,4,4,3,3,3,4,3,4,4,4,4,4,4,2
42,1,1,1,,2,1,2,2,4,4,4,4,2,2,2,4,4,4,4,4,4,4,4,1
42,1,1,1,,1,1,1,1,4,4,5,4,4,3,2,4,4,4,4,4,4,4,4,1
62,,,1,,1,1,2,3,5,4,5,5,1,2,1,5,5,4,4,4,5,5,5,1
1,1,,1,1,2,1,4,3,3,4,4,3,2,2,2,4,4,4,3,5,4,4,3,2
10,1,,1,,1,1,1,1,5,4,4,4,2,2,1,5,5,5,5,5,5,5,5,2
1,1,1,1,,2,1,4,4,4,4,5,3,1,1,1,5,5,4,4,4,5,4,4,2
10,,,,,2,2,3,2,3,4,4,4,2,3,2,4,4,4,4,4,4,4,4,2
52,1,,1,,1,1,1,3,4,4,4,4,2,3,2,5,4,4,4,4,4,4,4,1
7,,,1,1,3,2,3,2,4,4,4,3,2,3,3,4,5,4,4,4,5,3,5,1
16,1,,1,,2,2,4,3,3,3,3,3,3,3,3,3,3,,,,,,,2
56,1,1,1,,2,2,3,2,5,4,4,4,3,4,3,4,3,3,4,3,3,4,3,2
17,1,,,,1,1,2,1,5,4,5,5,2,4,4,4,3,2,3,3,2,4,3,1
59,1,,1,,4,4,4,4,3,4,5,5,2,3,2,5,4,4,4,4,4,2,4,2
52,1,1,,,4,2,3,4,3,3,4,4,2,3,2,4,4,3,2,2,4,3,3,2
5,1,1,1,,3,2,3,2,4,4,5,5,1,2,2,3,3,5,2,4,5,3,5,1
9,,,1,,2,2,2,2,2,3,4,5,1,1,1,5,5,5,4,5,1,4,4,1
43,1,,,,2,1,1,1,3,4,5,5,2,4,4,4,5,1,2,2,2,2,2,2
43,1,,1,,2,2,2,1,4,4,4,4,2,3,2,4,4,5,4,5,4,4,4,1
43,1,1,1,,3,2,2,2,3,4,5,4,2,2,2,4,4,3,3,3,3,3,3,1
63,,,,,2,2,3,2,2,3,4,5,2,2,2,5,3,2,3,3,3,3,3,2
39,,,1,,3,2,4,4,3,4,4,3,4,4,3,3,3,3,3,4,4,3,3,1
62,1,,1,,1,2,1,4,3,3,5,4,2,3,1,4,5,2,3,3,3,3,3,2
52,,,1,,2,2,2,1,3,3,4,4,2,3,1,5,4,4,4,4,2,2,4,2
52,1,,1,,4,4,4,4,4,4,3,3,4,4,2,4,4,4,4,4,4,4,4,2
16,1,,1,1,1,2,3,2,4,4,5,5,4,3,3,3,3,5,3,2,5,3,4,2
2,,,,,2,2,4,2,5,5,5,5,3,3,2,4,4,2,2,2,4,4,3,2
55,1,,,,2,1,3,2,4,4,5,5,2,4,4,4,4,3,4,3,4,4,3,2
10,,,,,4,1,2,3,4,3,4,4,2,4,2,4,4,4,4,3,2,4,3,1
7,1,,1,1,4,2,3,3,3,3,4,5,2,2,1,4,4,2,4,4,2,4,4,
27,,1,1,,2,1,3,2,4,4,4,5,1,3,1,5,5,3,5,5,4,4,4,1
23,1,,1,,2,1,2,2,4,4,5,5,3,3,2,4,3,2,3,2,4,4,4,1
51,1,1,1,,2,1,4,3,3,4,4,4,3,3,2,4,4,3,4,3,3,4,3,2
49,,,1,1,2,1,3,4,4,4,3,3,4,3,2,3,3,2,1,3,4,2,2,1
16,1,,1,,2,2,3,4,3,3,4,4,3,2,2,4,4,4,4,3,4,4,4,1
43,1,,1,,4,5,4,2,3,3,4,5,2,5,4,3,4,2,2,4,2,2,2,1
49,1,,1,,1,1,1,1,4,4,5,5,2,2,1,5,5,4,4,4,5,4,4,2
62,1,,1,,2,2,2,1,4,4,4,5,2,3,2,4,4,4,3,3,4,3,4,2
63,,,1,,4,4,4,2,3,3,4,5,2,5,3,4,4,4,3,4,4,3,4,1
29,1,,1,1,2,4,3,2,2,3,4,5,2,4,1,5,4,2,3,4,2,3,4,2
15,,,1,,3,3,4,4,3,3,4,3,2,3,2,4,3,4,4,4,4,2,2,1
15,,,1,,2,2,2,1,2,3,4,4,2,1,1,4,4,5,4,4,4,4,4,1
55,1,,1,,1,3,4,4,3,4,5,5,3,3,1,4,4,5,5,5,5,5,5,2
17,,,1,,2,2,4,2,2,4,5,4,2,2,1,5,5,2,2,4,4,2,4,1
7,1,,1,,2,2,3,2,2,4,4,3,4,2,2,4,3,3,3,4,3,3,3,1
63,1,1,,,3,2,2,2,3,3,3,4,2,4,3,4,2,2,2,2,2,1,1,1
41,1,,1,,1,2,3,1,4,4,4,4,2,1,1,5,4,3,3,4,3,3,3,1
55,1,,1,,1,1,2,2,1,3,4,5,2,4,4,4,4,1,3,3,4,4,4,2
5,,,1,,1,1,3,3,2,3,4,3,2,1,1,5,4,3,3,3,3,3,3,1
27,1,,1,,2,2,3,3,2,4,4,4,1,2,1,5,5,4,2,4,4,2,4,2
39,1,,,,3,2,3,2,3,4,4,3,4,2,2,4,4,3,3,3,4,3,3,1
3,,,,1,1,1,3,1,3,5,5,3,2,2,2,5,4,3,4,4,3,4,4,1
19,,1,,,1,1,2,1,4,4,4,4,1,2,1,4,4,2,1,3,3,3,3,2
43,1,,1,,2,2,2,2,4,4,4,5,2,2,2,4,3,4,4,4,2,4,4,1
62,1,,,,2,2,3,1,4,3,4,4,2,5,4,4,4,3,2,4,3,2,2,1
19,1,1,1,,1,1,1,1,4,4,4,4,2,3,2,4,4,4,3,4,5,4,4,2
26,,,1,,1,1,1,1,4,4,5,5,2,2,2,4,4,4,3,5,4,3,4,1
69,,,1,,2,2,2,2,4,4,5,4,2,3,2,4,4,3,2,3,3,3,3,1
43,1,,1,,1,1,2,2,4,5,5,4,2,4,2,4,3,3,3,3,3,3,3,2
52,1,,,1,4,2,1,4,4,4,4,5,1,4,1,4,3,4,2,4,4,4,4,1
10,1,,1,,3,2,3,2,5,4,4,5,3,3,2,5,4,2,4,3,3,4,5,2
43,1,,1,,1,1,1,1,4,4,4,4,3,2,2,4,4,4,3,3,2,3,3,1
55,1,,1,,2,2,2,2,4,4,4,4,2,2,2,4,4,4,4,4,4,4,4,2
26,,1,1,,2,2,3,1,3,3,4,5,3,2,2,4,4,3,3,4,3,3,3,2
10,,,1,,2,2,2,2,4,4,4,4,2,2,2,4,4,4,2,4,4,3,3,1
43,1,,1,,3,4,3,5,4,3,3,4,2,2,2,4,4,3,3,3,3,3,3,1
63,,,1,,4,3,4,2,2,2,5,4,3,2,3,3,3,3,5,4,4,3,3,2
18,1,,1,,1,1,2,1,3,4,4,4,4,3,1,4,4,4,3,3,4,3,3,2
