What is your PRIMARY MAJOR?,"Internship, field experience, co-op, or practicum",ParticipateServiceL,ParticipateCService,ParticipateStudyAbroadSemester,SJ1,SJ2,SJ3,SJ4,SJ5,SJ6,SJ7,SJ8,DA1,DA2,DA3,DA4,DA5,LocalRole,LocalFinance,LocalTime,GlobalRole,GlobalFinance,GlobalTime,Your gender?
47,1,,1,,1,1,1,1,5,5,4,5,1,2,1,5,5,2,3,3,3,3,4,1
51,1,,,,2,2,3,3,3,3,4,4,3,3,2,4,4,4,4,4,3,3,3,1
52,,,1,,4,2,3,1,3,4,5,5,4,4,4,4,4,4,1,4,3,2,5,1
7,1,,1,1,3,3,3,2,3,4,4,5,3,3,2,4,3,4,5,5,3,3,3,2
26,,,,,1,1,3,2,3,3,4,5,2,4,4,3,3,2,3,2,4,3,3,1
10,1,,1,,1,1,1,1,3,2,3,5,5,1,1,5,5,4,4,4,5,5,5,1
51,1,1,1,,1,1,3,1,3,3,4,5,2,4,2,5,4,4,4,5,4,4,4,1
8,1,1,1,,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,1
28,1,,1,,3,2,3,2,4,4,4,4,1,2,2,5,5,3,3,4,4,4,4,1
5,1,,,,2,2,2,4,2,4,4,5,2,3,2,4,4,4,3,4,2,3,3,1
43,,,1,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
49,,1,,1,1,1,1,1,5,5,5,5,1,2,1,5,5,4,4,4,4,4,4,1
45,1,,1,,2,1,3,3,3,3,4,4,2,2,1,5,5,4,3,4,4,2,3,2
4,,,1,,2,2,3,2,4,2,4,4,2,2,4,4,4,4,3,4,4,3,4,1
24,1,1,1,,4,2,4,2,2,2,4,4,2,2,2,4,4,4,4,4,4,4,4,1
66,,1,1,,1,1,1,5,4,4,4,4,2,3,2,4,4,4,4,4,4,4,4,1
62,1,,1,,1,1,3,1,5,4,5,5,1,2,1,5,5,4,3,5,5,3,3,2
7,,,1,,1,2,2,2,2,4,4,3,2,4,2,4,4,4,2,4,2,2,2,1
6,1,1,1,,3,2,1,3,4,4,4,4,3,4,2,5,4,4,4,4,4,4,4,2
62,,,1,,2,1,2,2,3,4,4,4,1,1,1,5,3,2,2,3,5,1,1,2
29,1,,1,,2,2,3,2,5,5,5,4,2,4,2,4,4,4,4,4,4,4,4,1
20,,1,1,,1,2,3,4,4,3,4,4,1,3,1,5,5,5,5,5,4,3,3,2
23,,,1,,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,1
43,1,,1,,3,3,3,3,3,4,5,4,1,1,1,5,5,4,3,3,5,5,5,1
50,1,,1,1,4,3,2,3,4,4,4,3,2,2,2,4,4,4,3,4,4,3,4,2
17,1,,,,2,1,1,1,4,4,5,5,2,3,1,5,5,4,4,5,3,5,5,2
31,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
48,1,,1,,3,3,3,3,3,3,3,3,2,4,2,5,5,4,4,4,4,4,5,1
39,,,,,2,2,2,4,1,2,4,5,3,4,2,4,4,5,5,5,4,2,2,2
42,1,,,,2,2,2,2,4,4,5,4,2,2,2,4,5,4,3,4,4,3,4,1
10,,,1,,2,2,3,2,4,3,4,4,2,4,3,4,4,4,3,4,4,3,3,1
51,1,1,1,,2,2,3,3,4,3,4,5,2,2,2,5,4,3,2,4,4,3,4,1
55,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
41,1,1,1,,2,3,3,1,3,4,4,4,3,4,3,4,4,3,3,3,4,4,4,1
42,1,1,1,1,2,1,2,2,4,4,5,5,3,3,1,5,4,4,4,5,4,4,5,1
54,1,,1,,1,1,3,1,3,3,4,5,2,4,4,3,2,3,2,4,2,2,2,1
19,1,1,1,,3,3,3,4,3,3,4,4,3,4,2,3,3,3,3,4,4,3,4,2
55,,,1,,1,2,3,3,2,3,4,5,2,2,2,5,5,4,4,4,5,5,5,2
54,,,,1,1,1,2,1,3,1,2,5,1,1,1,5,5,2,2,2,3,2,2,2
19,1,1,1,,2,2,2,2,3,3,4,4,2,4,2,4,5,4,3,4,4,3,3,2
18,1,1,1,,2,3,3,2,5,4,4,4,3,3,2,4,4,3,2,2,4,2,2,2
66,1,1,,,4,2,4,3,2,4,4,4,1,2,2,4,4,3,4,3,4,2,2,2
22,1,1,1,,4,4,2,2,2,2,5,3,1,3,2,5,5,5,3,4,4,3,3,1
16,1,1,1,,2,1,3,2,4,3,4,4,3,4,1,5,4,4,4,4,4,4,4,2
16,1,,1,,3,1,2,2,3,4,4,5,2,3,1,5,5,5,5,5,4,4,4,1
10,,,1,,3,3,3,3,3,4,5,4,3,4,2,5,5,4,4,4,4,4,4,2
41,1,1,1,,5,3,5,4,4,4,5,5,2,3,1,5,5,5,3,5,2,2,2,1
10,1,,1,,3,2,3,2,3,3,4,4,2,4,3,4,4,2,4,3,2,3,3,1
14,,,1,,1,2,2,1,3,2,4,4,2,3,2,4,4,4,3,2,5,3,2,2
17,1,,1,,2,1,4,4,4,4,4,5,1,3,1,5,5,4,3,4,2,2,2,1
54,,1,,,2,1,3,4,3,4,3,4,1,2,1,5,4,3,4,3,3,4,3,2
55,1,1,1,,2,2,3,3,3,3,4,4,2,3,3,3,4,3,4,4,2,3,3,2
63,,,1,,3,1,3,2,4,4,4,5,3,3,3,4,4,4,3,4,4,3,4,1
10,1,,1,,2,2,3,1,3,3,4,5,2,2,1,5,4,3,2,3,2,2,2,1
17,1,,1,,3,2,3,3,4,4,4,5,2,4,2,4,4,3,4,4,2,3,3,2
23,,,,,3,2,4,2,3,2,3,4,2,3,2,4,4,4,4,4,4,3,3,1
70,1,1,1,,3,3,4,4,3,4,4,4,4,5,3,4,4,4,4,4,4,4,4,2
46,,,,,2,1,3,2,4,4,4,5,2,3,3,4,4,3,3,3,3,3,3,2
29,1,,1,1,4,4,4,2,4,3,2,4,1,2,1,5,5,4,3,4,5,4,5,2
69,1,,1,,3,3,3,2,4,2,3,4,3,3,2,4,4,4,3,4,4,3,4,1
3,1,1,1,,2,2,4,5,3,3,5,4,2,3,2,4,3,4,4,3,2,2,2,2
66,1,,,,1,1,3,1,5,5,5,5,1,3,1,5,5,5,4,4,5,5,5,1
1,,,,,1,3,3,2,3,3,3,4,3,3,3,3,3,3,3,2,3,3,3,2
17,,,1,,3,2,2,2,3,3,4,5,2,4,3,4,4,3,4,2,4,4,4,1
5,,,1,,2,3,3,2,4,4,5,5,2,3,2,5,5,4,3,4,4,2,4,1
2,1,,1,,4,2,3,3,3,3,4,3,3,2,3,3,3,4,3,3,3,3,3,1
2,1,1,1,,2,1,3,2,2,4,5,3,1,3,1,5,5,5,2,2,5,2,2,1
40,1,1,1,,3,2,2,3,3,3,5,4,2,3,2,5,4,4,4,4,4,4,4,1
16,,,1,1,2,2,3,3,3,4,4,4,2,2,2,3,4,4,4,4,4,3,3,1
55,,,,,3,2,2,3,4,2,2,2,4,2,2,4,4,4,4,4,4,4,4,2
52,1,,,,3,1,2,2,1,3,4,5,3,4,4,4,4,2,2,2,4,3,3,2
11,1,1,1,,2,2,4,2,2,2,4,4,2,3,2,4,4,3,3,4,3,3,3,1
23,1,,1,1,4,2,4,3,5,5,5,3,1,2,1,4,3,5,5,5,5,5,5,1
46,1,1,1,,3,3,3,3,3,3,4,4,2,4,2,4,4,4,4,2,4,4,4,1
10,,1,1,,4,3,2,2,5,2,4,4,2,3,1,5,4,4,4,4,4,1,4,2
51,1,1,,,3,3,3,3,3,3,3,5,3,3,2,4,4,3,4,3,4,3,4,2
42,1,1,1,,1,1,2,1,5,5,5,5,1,2,1,5,5,5,4,5,5,4,5,1
14,1,1,,,4,4,5,4,3,3,5,4,2,5,2,3,2,3,3,3,2,2,2,2
24,1,1,1,,2,2,2,2,2,2,4,4,2,2,2,4,4,4,4,4,4,4,4,1
31,,,,,4,5,3,3,3,3,4,2,2,4,2,4,3,3,3,3,3,3,3,2
59,1,,1,,2,3,3,3,3,3,4,5,1,2,2,4,5,4,4,4,4,4,4,1
53,1,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
10,1,,1,,1,1,3,1,4,4,4,5,2,2,1,5,4,5,4,4,4,4,3,1
55,1,,1,,1,1,2,2,3,4,5,5,2,4,2,5,5,4,3,4,4,3,4,2
29,1,1,1,,3,1,3,1,4,4,3,5,1,4,1,5,5,4,4,4,4,4,4,2
1,1,,1,,4,2,2,1,1,2,4,5,2,5,2,5,5,4,4,4,3,3,3,1
3,1,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,2
22,1,,1,1,2,3,3,3,3,3,4,4,2,3,1,4,3,3,2,4,3,2,4,2
43,1,,1,,1,2,2,2,3,4,5,5,3,4,2,4,3,5,2,5,4,2,4,2
21,,,1,,4,4,3,3,5,5,5,3,2,5,4,2,2,4,5,5,3,3,3,2
55,1,,,,2,2,1,4,4,5,4,5,3,4,2,3,4,2,3,3,3,3,3,2
20,1,,1,,5,4,5,4,4,4,5,5,2,3,1,5,5,5,5,5,3,3,3,2
14,,,1,,3,2,3,3,3,3,4,5,2,2,2,4,4,4,2,4,4,2,4,1
54,1,,1,,2,2,2,2,3,3,3,4,2,4,2,3,3,2,3,3,2,3,3,1
61,,,,,2,2,3,2,4,4,4,4,2,3,2,4,4,2,4,3,3,4,3,2
61,,,,,1,1,2,2,3,4,4,5,1,3,2,4,4,4,2,2,4,2,2,2
55,1,,1,,2,3,3,2,2,4,5,5,5,4,4,3,4,1,1,2,1,1,1,2
25,1,1,,,3,2,3,4,3,4,3,5,2,2,2,4,5,4,4,4,4,4,4,1
9,1,,1,,3,3,3,3,3,4,5,5,1,3,3,4,4,4,3,5,3,3,4,1
23,1,,1,1,2,2,2,2,4,4,5,4,3,2,2,4,5,2,2,3,4,3,4,1
62,1,,1,,3,3,4,2,2,3,4,4,2,2,1,5,5,3,3,2,4,3,2,1
54,1,,1,,3,3,2,2,4,3,4,5,2,2,2,5,4,4,4,5,4,4,4,1
6,1,1,1,,2,2,2,2,3,4,4,4,2,3,3,4,4,3,3,4,3,3,3,1
68,,,,,1,1,1,1,3,3,4,4,2,1,1,5,4,4,3,3,4,3,4,1
47,,,,,2,2,3,2,4,4,3,4,3,2,2,4,4,4,4,4,4,4,4,2
10,,,1,,4,3,4,4,3,4,5,5,3,3,2,4,4,4,4,3,3,3,3,1
29,1,,1,,1,1,1,2,3,4,3,4,1,3,2,4,4,3,4,4,3,3,3,1
37,1,,1,,1,1,2,4,4,4,3,4,3,4,2,5,4,4,4,4,4,4,4,2
49,,,1,,3,2,3,1,3,4,4,5,2,3,2,5,5,4,2,3,5,4,4,1
10,,1,1,,1,1,3,4,4,3,3,4,1,1,1,5,5,3,3,4,3,3,3,1
25,,,1,,2,2,2,1,2,2,5,5,1,4,2,4,4,5,5,5,5,5,5,2
43,1,,1,,2,1,2,2,3,4,4,4,2,3,1,5,4,4,3,4,4,3,4,2
23,1,1,1,1,1,1,2,1,5,5,5,5,5,2,2,5,5,5,3,4,5,5,5,2
11,,,1,,3,2,3,2,4,4,4,5,2,2,2,5,4,4,4,4,2,2,2,1
10,,,1,,2,3,2,2,3,3,4,4,2,3,2,4,4,4,3,4,4,3,4,1
62,1,1,1,,2,2,2,2,2,4,3,2,1,3,2,4,4,4,4,4,4,4,4,1
41,1,,1,,2,2,3,4,4,4,4,4,2,4,2,4,4,3,4,4,3,3,3,2
1,,,1,,4,2,2,2,3,3,4,5,2,3,2,4,4,4,2,4,4,2,4,1
10,,,1,1,3,2,4,3,4,4,4,4,2,3,2,5,5,3,3,4,4,4,4,1
40,1,,1,,2,2,2,2,4,4,4,5,1,2,2,5,5,4,3,4,4,3,4,1
26,,,,,2,1,2,1,3,3,4,5,3,4,2,4,3,4,3,4,3,3,3,2
17,1,,1,,2,1,3,2,3,,4,4,2,3,3,4,5,2,3,4,2,4,4,1
21,1,,1,,3,3,2,2,3,3,4,3,2,3,2,4,4,3,2,3,4,2,3,2
19,1,1,1,,2,2,3,1,3,3,5,4,2,3,2,5,4,4,3,4,4,4,4,2
17,,,1,,2,2,2,1,3,3,5,5,1,4,1,5,5,2,2,4,2,2,4,1
29,1,,,,5,3,3,5,1,1,4,4,3,4,2,5,3,4,5,4,4,2,2,2
52,,1,1,1,3,3,3,2,2,4,4,5,3,3,2,5,4,2,2,4,2,2,2,1
10,1,,1,,2,2,3,3,2,3,4,4,2,2,1,4,4,3,2,4,3,2,3,1
29,1,1,1,1,3,2,2,2,3,4,4,5,3,4,3,4,3,3,3,4,4,4,4,1
63,,,,,1,2,3,1,3,3,3,4,2,3,2,4,4,2,3,2,4,3,3,2
10,,1,1,,2,1,3,2,3,3,4,5,2,2,2,5,5,4,4,5,4,3,3,1
7,1,,1,1,5,5,4,3,1,1,4,2,3,4,3,4,3,3,3,4,3,1,1,2
5,1,,1,,1,1,3,4,4,4,3,5,1,1,1,5,5,4,3,4,4,4,4,1
42,1,1,1,,1,1,4,1,2,4,5,5,3,1,1,5,5,4,3,4,5,4,5,1
17,1,1,1,,2,2,3,2,3,3,4,3,2,2,2,3,4,4,3,4,3,3,3,1
5,1,,1,,3,3,2,3,3,4,4,3,3,2,2,4,4,5,5,5,5,5,5,1
63,1,,1,,3,3,3,2,3,4,3,4,2,2,2,4,4,3,4,4,3,3,3,1
46,1,,1,,3,2,2,2,3,3,4,4,4,3,2,2,4,4,3,3,4,4,4,1
15,,,1,,1,1,4,1,4,4,5,4,2,5,4,5,3,4,3,2,4,1,1,2
24,1,1,1,,3,2,3,3,3,3,3,5,1,1,1,5,5,5,4,3,5,4,3,2
10,,1,1,1,1,2,1,1,3,4,4,4,3,2,2,5,4,4,3,3,4,3,3,2
9,,,1,,3,3,4,3,2,4,4,4,2,4,2,4,4,3,3,3,3,3,3,1
26,,,,,4,4,4,3,3,3,3,3,3,3,1,5,5,3,3,3,4,4,3,1
68,1,,,,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,1
10,,,1,,3,3,3,3,3,4,4,4,3,3,2,3,3,3,3,3,4,3,3,1
66,,1,1,,2,1,2,2,4,3,4,5,3,3,2,4,4,4,4,4,4,4,4,1
27,1,,1,,2,1,2,2,4,4,4,5,2,2,1,5,4,4,3,4,3,3,4,1
13,1,,1,,2,2,3,2,4,4,4,4,2,2,2,5,5,4,4,4,5,5,5,2
25,1,,1,1,3,1,3,5,5,5,5,5,2,1,2,5,5,5,5,5,5,5,5,2
29,1,,1,1,2,4,3,3,3,4,4,4,2,3,2,4,4,3,3,4,3,3,4,1
55,,1,1,,3,3,4,,,,,,,,,,,,,,,,,2
26,1,,1,,2,3,4,2,3,3,4,3,1,2,1,5,5,2,3,4,4,3,3,1
22,1,1,1,,4,3,4,3,3,3,4,3,2,4,2,4,4,3,3,3,3,3,3,1
37,1,,1,,2,1,2,1,5,5,5,5,3,2,2,4,4,4,4,4,4,4,4,2
5,,,1,,2,2,2,3,1,2,3,4,2,2,2,4,4,3,2,3,2,2,3,1
14,1,,1,1,1,2,3,2,3,4,4,4,1,3,1,5,4,4,4,4,4,4,4,2
53,,1,,,2,2,3,3,3,3,4,4,2,3,1,4,4,2,3,2,2,4,4,2
10,1,,1,,1,2,2,2,5,5,5,5,2,2,1,4,5,4,4,5,4,4,4,2
49,,,1,,2,2,3,2,3,3,4,4,2,1,1,5,4,4,2,4,4,2,3,2
17,1,1,1,,2,2,3,4,3,3,3,5,3,2,1,5,5,4,3,3,4,3,3,1
18,,1,,,3,3,3,3,3,3,3,4,3,3,3,4,3,3,2,3,3,1,1,2
10,1,,1,,3,2,2,3,3,3,4,5,5,2,1,5,5,5,5,5,5,5,5,1
6,1,,1,,1,1,2,1,5,5,5,5,3,3,2,4,4,5,5,5,3,2,1,1
18,,1,1,,,,,,,,,,,,,,,,,,,,,2
52,1,,1,,2,1,1,1,3,4,4,4,2,4,2,4,4,,,,,,,
63,,,1,1,2,3,3,1,3,4,5,5,2,3,2,5,4,3,2,4,2,2,2,1
5,1,,,,5,3,4,2,1,3,5,5,2,2,1,5,4,4,3,4,2,2,2,2
16,,,,,,,,,,,,,,,,,,,,,,,,
20,1,1,1,,3,2,4,2,2,2,4,4,1,5,2,5,5,4,4,2,2,2,2,2
17,,,,,,,,,,,,,,,,,,,,,,,,
18,1,1,1,,1,1,1,1,1,4,4,4,1,4,3,3,3,1,1,1,1,1,1,2
29,1,1,1,,3,4,3,3,4,3,4,4,4,4,2,4,3,4,3,2,4,3,3,2
64,1,,,1,1,2,3,2,1,5,4,5,2,3,1,4,4,4,4,4,4,3,3,1
10,,,,,,,,,,,,,,,,,,,,,,,,
43,1,1,1,,2,1,2,2,4,4,4,4,4,4,1,5,5,,,,,,,
39,,,1,,3,2,3,2,3,4,2,5,2,2,3,4,4,4,3,4,2,4,3,1
17,,,1,,4,1,4,3,4,4,4,4,3,4,3,4,4,3,3,3,3,3,3,1
55,,,1,,5,2,3,2,1,1,4,5,2,3,3,4,2,4,3,4,4,2,4,2
9,,,1,,4,3,3,3,4,4,4,4,2,3,2,4,4,3,3,3,3,3,3,1
62,,,,,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
53,1,,1,,2,1,2,2,3,4,3,4,2,2,2,4,4,3,4,3,4,4,4,
63,1,,1,,3,2,3,4,3,3,3,3,2,3,2,4,4,3,3,4,3,2,3,1
68,1,,1,,3,3,3,3,4,4,4,3,3,5,3,3,3,4,4,4,4,4,4,2
10,,,1,,3,3,3,3,3,3,4,4,4,3,2,4,4,4,4,4,4,4,4,1
49,1,1,1,,1,1,1,1,4,4,5,4,1,2,2,5,4,,,,,,,
60,,,,,1,1,3,1,5,5,5,5,1,1,1,5,5,4,4,4,5,5,5,2
26,,,1,,1,1,3,1,3,4,4,5,2,4,3,4,5,3,2,3,2,3,2,1
4,,,1,,4,3,3,2,2,4,2,4,2,3,3,4,4,,,,,,,
63,,1,1,,2,1,1,2,4,4,5,5,2,2,2,4,5,4,3,4,5,3,4,1
17,1,,1,1,2,2,2,2,3,3,4,4,4,2,2,4,3,2,2,4,2,2,3,1
13,1,,1,,4,3,4,3,2,2,5,4,1,4,2,4,4,2,3,3,3,4,4,1
53,1,,1,,1,1,2,1,5,4,4,5,2,2,1,5,4,3,4,4,3,4,4,1
47,1,,1,,2,1,3,3,5,4,4,3,1,3,2,4,5,4,3,3,2,2,2,2
1,1,,1,1,1,2,3,2,3,4,4,4,2,1,2,4,4,3,3,4,3,3,3,1
27,1,,1,,2,1,2,2,4,4,4,4,2,3,2,4,4,3,4,3,3,3,3,1
56,1,1,,,2,2,4,3,3,3,5,4,2,3,2,4,4,4,3,3,4,3,3,2
18,1,,1,,4,4,3,2,4,4,4,4,1,2,2,5,4,4,4,4,3,3,3,2
19,1,1,1,,1,1,1,1,4,4,4,4,1,1,1,5,5,4,4,4,3,3,3,1
11,,,1,,1,1,2,1,4,4,5,5,2,2,1,5,5,4,3,5,5,5,5,2
13,1,,1,,2,1,2,2,3,4,3,5,2,2,2,5,5,4,3,3,3,3,3,2
8,1,1,1,,2,2,3,1,3,3,4,5,2,3,2,4,5,3,3,4,3,3,3,1
56,1,,,,4,3,3,4,4,4,4,3,3,3,3,3,3,3,2,4,3,3,3,2
16,1,,1,,3,2,3,2,2,3,4,5,3,3,4,4,4,4,4,4,3,3,3,1
14,1,,,,2,1,2,2,4,3,3,4,2,4,3,3,2,2,2,2,2,2,2,2
36,1,,,,3,3,4,2,3,2,4,3,3,2,2,4,4,4,4,4,4,3,3,1
14,1,,1,,1,1,1,2,2,4,2,4,1,3,3,4,4,4,4,4,4,4,4,2
43,1,,1,,1,1,3,1,5,4,5,5,2,1,1,5,5,2,3,4,5,4,5,1
37,1,,1,,2,2,3,2,4,4,4,5,3,4,2,4,5,3,2,3,4,3,3,2
6,,,1,,3,2,3,1,3,4,4,5,1,2,1,4,4,3,3,3,4,4,4,1
37,1,1,1,,3,2,3,2,3,3,4,4,4,4,4,2,2,2,2,2,4,3,3,2
62,,,,,3,2,4,4,3,2,4,4,3,4,2,3,3,4,4,4,3,3,3,2
52,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
64,1,,,,2,2,2,2,3,3,4,5,4,2,2,5,5,4,3,4,2,3,4,1
29,1,,1,1,2,1,2,1,3,3,5,5,1,2,1,5,5,4,4,4,,,,
1,1,,1,,3,2,3,2,2,3,4,3,3,3,2,4,4,2,3,3,3,3,3,1
31,,,1,,3,4,4,4,2,3,4,5,1,3,2,4,4,3,4,4,2,2,2,2
13,1,,1,,2,3,4,3,1,2,5,3,2,3,1,5,4,4,4,4,1,1,1,2
6,1,,,1,1,1,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,1
7,1,,1,1,1,3,2,,4,,,,,,,,,,,,,,,
17,1,1,1,,2,2,2,2,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,
45,,,,,1,3,3,1,5,5,5,3,5,4,1,5,2,1,1,1,5,1,5,2
55,1,,1,1,2,2,2,1,4,3,4,3,1,1,1,5,5,2,2,2,5,1,4,2
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
69,1,,1,,2,1,3,2,4,4,5,5,2,2,1,5,5,3,3,4,4,3,3,1
6,1,,,,3,2,3,2,2,4,4,4,4,2,2,4,4,2,4,2,2,2,2,1
11,1,,1,,2,2,3,2,3,3,5,4,2,4,1,4,3,3,3,4,4,4,4,2
48,,,1,,3,3,3,2,3,3,3,5,2,2,2,4,4,4,3,3,3,3,3,1
16,1,1,1,,1,4,5,3,4,4,,3,1,5,1,5,3,,,,,,,
43,,1,1,,3,2,2,1,3,3,4,5,3,4,2,5,5,5,5,5,4,4,4,1
63,1,,1,,2,2,3,1,4,4,4,4,2,3,2,4,4,4,4,5,3,4,4,1
63,,,1,,,,,,,,,,,,,,,,,,,,,
1,1,,1,,4,3,3,4,1,2,4,2,2,1,1,4,4,3,3,4,2,1,1,1
62,,,1,,3,3,3,3,2,3,4,4,2,4,2,4,4,4,3,4,4,4,4,2
29,1,,,,2,1,2,3,3,4,4,5,2,3,2,5,5,3,3,2,4,4,4,1
10,1,1,1,,1,1,2,3,3,4,4,5,1,1,1,5,5,5,3,4,2,3,4,2
54,,,1,,2,2,3,4,3,3,4,3,2,3,2,4,4,2,2,2,3,4,4,2
39,,1,1,,1,2,3,2,5,4,4,3,1,3,1,4,3,3,4,5,2,3,3,2
43,1,,1,,3,2,2,4,3,3,4,4,2,3,1,5,5,4,3,4,4,3,4,1
67,,,,,1,1,1,2,2,4,4,4,4,3,2,4,4,4,4,4,4,4,4,2
25,1,,,,3,3,3,3,3,3,3,4,1,2,1,5,5,2,4,4,4,5,5,1
54,1,,1,,2,1,2,2,3,3,4,4,2,4,2,4,5,3,3,3,3,3,3,2
43,,1,1,,2,2,2,2,4,4,4,4,3,3,2,4,3,4,4,4,4,3,3,1
19,1,1,,,3,2,4,2,1,3,3,5,1,3,1,3,4,2,2,2,2,2,2,2
52,1,,,1,3,2,3,3,2,4,4,4,3,3,2,5,5,4,3,2,4,3,3,1
15,,,,,,,,,,,,,,,,,,,,,,,,
46,,,1,,2,2,4,2,4,2,4,4,4,4,3,4,4,2,2,4,2,2,2,2
22,1,,1,,2,2,3,2,2,3,4,5,2,4,3,4,3,4,2,3,4,3,4,1
14,,,1,,3,2,3,3,3,3,4,4,2,2,1,5,4,4,4,3,5,5,5,2
41,1,,,,1,1,1,1,1,4,4,4,2,3,2,3,3,3,3,3,3,3,3,1
43,,1,1,,1,2,2,1,4,4,5,4,3,4,2,4,3,2,2,2,5,5,5,1
29,1,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
37,1,,1,,2,1,4,1,4,4,5,3,2,1,3,4,5,3,2,4,1,4,3,1
53,1,,1,,3,2,3,2,4,4,5,3,2,3,2,4,4,3,3,4,3,3,3,1
70,1,,1,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
55,,,1,,3,4,2,1,4,4,5,4,2,3,2,4,4,2,4,4,3,4,4,2
28,,1,1,,5,3,4,3,3,3,4,5,2,3,2,3,3,2,4,4,4,2,4,2
